"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Ecuador","ECU","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","604.385185437681","621.669111509305","616.129973808237","562.965692222008","591.015739147634","679.11036362393","701.923963874189","715.356853475628","721.83171905857","640.345822140702","638.756054226183","668.563680952542","709.305743944436","770.215737177298","785.591926855098","837.891418715488","811.02739152362","875.476008346416","762.824711258849","830.344069134027","867.465226710609","891.346717905666","872.14170563726","911.670139950059","983.169096054705","937.035024847677","885.908943461603","900.097212296325","859.0065244756","904.417680495404","785.501430511736","886.251942198984","907.425347450976","949.273888855786","","",
"Egypt, Arab Rep.","EGY","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","575.627816051793","560.09244203582","560.197168973292","567.643027729985","535.527088500906","557.752927274638","578.994921620111","589.73786141318","615.903471310701","615.24506398418","569.881356092312","634.095104088458","636.526193894253","647.53985335306","692.141360028845","778.769640304157","806.402489163819","844.384421346476","859.150259001023","862.435116243687","838.166707475228","860.053119855617","866.240866672303","825.189960336054","832.772090858109","810.817127279737","872.581407763809","897.218073562482","870.813573488394","844.783013447093","805.259456646637","857.821938469275","902.48842991302","928.39494742708","","",
"Euro area","EMU","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3494.76052634961","3531.01523178558","3442.26892269615","3409.68122869536","3393.75111018761","3495.31027741497","3602.21668540406","3591.0911664389","3646.01416197898","3634.37324593404","3668.05008203938","3753.11801261208","3737.27049855719","3805.45107234976","3838.51072744992","3830.76203447148","3825.96668055615","3744.72423061683","3718.26498485013","3497.60303299689","3614.34111200805","3487.54301856319","3445.54958698502","3410.91663276807","3269.30548506514","3311.38867059749","3311.4342649246","3343.85875752965","3280.87151560212","3223.6339809124","2978.61449640542","3147.59414387948","2945.12300052697","2806.74106122297","2789.62558383149","",
"Eritrea","ERI","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","487.810505107134","496.324286728029","496.469608395975","492.68886637698","492.09707586343","483.954445898394","310.659081046161","317.384681009183","315.395535029609","322.668541220259","299.832707809687","330.949471726041","268.667667611852","264.190146723474","245.383387133755","244.433724354807","239.25916399818","244.677921933455","248.894956494924","258.760972689353","262.063036384126","260.936166552643","266.358094164411","272.036486003147","277.730097694676","279.100492502831","284.048243367687","286.133520690109","285.996406436595","288.025287685807","290.500531064104","292.343429731134","","",
"Spain","ESP","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2317.97017574877","2398.21804948706","2430.88437246788","2319.50158512719","2435.94127282847","2537.01654979213","2489.29122824676","2634.70993203434","2756.25615027943","2878.01236592727","2991.49306471374","3048.84384472463","3095.99686843763","3145.4023925367","3226.28942874321","3239.54436471806","3190.72627710892","3168.95970956596","3015.00798974738","2749.85548907362","2735.18257337486","2684.34318918947","2677.18038552382","2506.25540520067","2458.57177736167","2552.40125248088","2563.00704379932","2690.49733287835","2666.26079715432","2573.90442450746","2303.51311623486","2422.46704705393","2408.92811488939","2293.70814634203","2303.6111637731","",
"Estonia","EST","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6818.48447304429","6339.72373091907","4195.77321216626","3639.5461674343","4108.50204498328","3917.02322755288","4153.07801709925","4070.39889054806","3790.51957857562","3543.4730567446","3377.645508595","3589.37747318315","3375.56515275032","3680.05850823958","3952.3382123667","4015.42832630309","4006.73962643142","4690.13970340714","4142.50947696917","3360.6644887123","4419.42268300424","4311.6949178562","3984.06344804238","4435.56686367547","4226.20121103955","3695.11919135189","4579.42111654538","4444.84667060588","4282.71513259126","3661.49925395092","3368.23730668515","3427.29968051085","3559.04893160478","3089.39333905852","2708.7827664704","",
"Ethiopia","ETH","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","368.247986717548","366.903730823917","360.759293316477","362.729069533154","363.832192837619","364.887007146337","365.417427056509","364.138774400544","364.193348754706","363.234894582195","363.603550531224","366.971780860921","366.758089028477","367.63116772625","367.777166433932","365.389330954915","366.046138985671","367.675946638422","368.652913303335","368.44943557023","368.268746003103","371.320232525157","371.675426449938","375.85804849591","379.902875684312","379.764413056995","383.271232956714","381.746445734134","384.353883621329","385.847616822769","379.568149086532","372.343233834902","378.635522850201","382.175692692495","","",
"European Union","EUU","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3426.49409240211","3404.54064485331","3301.4790566914","3284.30909377452","3256.61116988443","3358.30331649555","3465.23602990044","3435.4220004299","3448.71169200036","3408.71030576992","3426.83308666771","3513.05434688124","3509.85008081957","3580.34477017976","3610.4237630397","3610.55848940846","3625.76732649016","3560.87699096301","3539.98406145018","3325.85401389365","3455.72012945554","3352.9544484885","3305.80724919781","3267.65397107209","3143.88823335219","3176.28838380569","3193.84744220649","3244.3990547838","3209.90930196045","3149.89746458067","2933.9871843456","3109.89331024934","2922.75771263618","2780.2009151871","2821.39665655907","",
"Fragile and conflict affected situations","FCS","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1018.8969167008","1005.69963119073","941.569480771154","875.654424626581","821.443853809384","798.91227473382","769.231125290735","765.730999317683","728.606469660604","717.484969974747","705.552992168096","700.859164781001","715.720844441507","706.200021706993","694.45104123289","700.263331793077","678.37800297516","667.4860583333","661.761218400328","619.89692485501","677.600853433828","661.852460357653","643.768827202295","637.330700982447","610.646887972685","567.35359334227","567.127914537896","567.059931116398","549.744869753115","547.202048949896","501.44855929481","527.599918474605","493.617617206041","496.139400419746","","",
"Finland","FIN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5691.62343795639","5742.82671829269","5381.02847300418","5617.27677077652","5972.65301332318","5662.00742267697","6070.34663389252","6277.08095861145","6319.46583521513","6284.09468261203","6257.21912070832","6405.85272256556","6722.82613567459","7072.1791412038","7128.99567069435","6555.77647291287","7106.70978937984","6968.91134494832","6654.45363101075","6255.05051638905","6812.6019950935","6522.93869318769","6265.77228948066","6138.31405576065","6246.04153603753","5921.59681653244","6120.63301519281","6070.15750826277","6165.44402350648","6024.65366583164","5739.2544528356","5996.8929932427","5683.95102157914","5866.65173975112","5613.99170800082","",
"Fiji","FJI","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","369.58526656632","","","","","","","","","","","","","","761.694759402813","655.047320935788","627.8324058111","583.628117509735","","","","","","","","","","","","","","","","","","",
"France","FRA","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3840.29284408953","4038.65106657847","3949.27198438536","3997.18558148783","3831.06683360221","3975.88904728611","4186.80246709718","4043.67394488538","4146.55454542881","4117.93049493822","4130.17270058081","4240.43326978854","4220.32024855816","4296.5464931216","4327.20397302417","4313.6963002429","4214.29234630039","4142.17819118209","4137.71989985562","3938.38637955439","4040.43918739374","3951.00450412595","3929.20601557226","3925.86545930191","3755.83244171123","3799.19260526718","3718.17053401513","3705.41111644137","3669.37065950443","3605.53190025511","3228.48915727036","3469.83398574773","3100.1897815932","3136.12237461475","3184.7895085475","",
"Faroe Islands","FRO","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1201.08359172965","1207.03874856033","1256.01226770013","1294.00384259768","1117.36470549403","1194.21566119698","1212.43813569091","1196.8182090102","1241.26399218341","1177.82369057002","1153.06155311667","1205.62017172291","1417.03968600606","1621.16641537009","1829.65618455084","2074.20458463989","2263.43017323991","2419.6346592973","2578.18479820338","2728.50138573496","2957.4674143756","2295.78142116486","1955.40804605842","2771.53824040148","2602.65376634085","2550.96047927478","2489.24179859903","2263.59335681829","2294.91220106774","2211.81226516481","2143.31412266993","2106.98378794876","2092.38401880367","2041.86846663466","","",
"United Kingdom","GBR","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3597.3010525851","3707.89443811568","3684.81144729003","3713.443124142","3733.80487842151","3729.55293237334","3880.31355582242","3760.81073205794","3787.50885825831","3784.31837908023","3786.40281086309","3785.6601241847","3716.62337347063","3764.06191688174","3697.50381825103","3689.55051742336","3601.05090812166","3443.58715993443","3370.1581117517","3144.00201324492","3235.05383786127","2973.83120573757","3028.77223348044","2962.29760006424","2767.96188412765","2774.79682774608","2696.97999020896","2658.99577329303","2632.15067210726","2515.97344619501","2317.4085386833","2377.26368887082","2254.36941582721","2127.6084341819","2071.02329531458","",
"Georgia","GEO","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2585.81272484196","2079.27159733069","1776.99680781127","1548.52250758043","968.80714712397","799.90460076894","834.097042101285","755.882765182464","716.288859651759","669.381104463705","703.790688330461","640.36762423724","639.469430603328","684.636577306364","708.052613597414","727.945648077707","781.34402083108","865.688124609239","780.788490925027","811.604883767971","824.605083052625","943.642090063012","993.847722414941","1118.86616651538","1193.781897604","1259.15997860484","1300.49894445527","1312.78610346067","1301.87728809329","1371.17934672286","1327.38644455455","1425.96785615054","1543.58379982411","1530.06712122186","","",
"Ghana","GHA","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","343.736504631431","346.842908215595","350.413755045689","358.208685416489","363.878561541399","371.979573023255","375.516649147209","383.784688131443","395.747512800287","401.340038042534","322.127334642966","313.165728366048","303.797214535662","281.217826361178","270.192103863779","261.893368449293","274.133659952501","263.025409302741","276.023736903457","274.268692555035","296.099589771501","302.776311436787","328.520151456093","323.671149524462","321.354700935333","325.604049227551","327.930479432879","351.113971311685","378.657496575592","380.421155062376","392.373098140481","382.191892428598","361.562855486466","369.331287865765","","",
"Gibraltar","GIB","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2923.22790394466","3665.53595538077","4267.19992412107","4272.22693561271","4801.64517762102","4702.41218110907","4755.71576469717","4920.31899295722","5160.45347722492","5332.89101129507","5544.25207372363","4439.76842955483","4176.86385284769","4108.88604794567","4010.0159068124","3946.77631192923","3951.44120392052","4086.63211786173","4157.59766134873","4168.16039308088","4325.48940416993","4327.29015494422","4245.37041275207","4046.97385867745","3820.02031359863","3746.06615202835","3662.37944172123","3649.1217145717","3729.26886281879","4273.70904795529","3331.81210953576","3239.43414520829","3156.32988443902","3213.50201695807","","",
"Guinea","GIN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.5870250764201","","","","","","","","","","","","","","66.6127185884025","64.7856046386493","66.4616460917346","75.3210773292618","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.6529652274027","","","","","","","","","","","","","","63.7243315058282","62.9711526978072","63.5906233506182","65.4727199297581","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","280.053730785481","271.834315537101","261.679745781367","258.032501247882","252.114582471287","246.344951358607","255.349223595514","277.798468827221","288.860727954079","297.691966348771","342.94581014711","346.083765897848","450.928237072084","453.514851450604","1539.1056670147","1487.70830249441","1434.67726360262","1526.68147418091","1468.22847098395","1443.33062367003","1408.82893129251","1508.54494003481","1488.71178654086","1727.48458399233","1526.63462289312","1370.90677563127","1554.8565612454","1338.09995530593","1413.00455925482","1275.65943710534","1116.56450555349","1295.32967648807","1278.54521201331","1271.35042221008","","",
"Greece","GRC","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2102.69488021793","2094.63547017199","2129.91226887459","2090.7776810471","2138.26711244512","2147.14873218934","2206.11405582656","2284.8871389477","2392.93510906742","2393.20228327082","2512.02003858494","2583.56128087388","2603.6056227148","2672.75982215817","2717.47100440097","2758.67496021751","2748.70086926019","2737.50471822283","2749.77926334315","2654.84323438585","2487.52918925294","2413.16129816794","2408.75576544664","2133.12835852595","2128.79231677777","2148.04707916151","2109.41656684289","2148.0515638287","2089.36044213673","2058.5433840771","1839.48818892263","1924.00171997177","1957.79872050503","1874.9562305559","1921.30169085009","",
"Grenada","GRD","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","424.926688476045","","","","","","","","","","","","","","676.893242958938","719.922722219184","735.461025105552","732.885760301117","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","488.840526784134","489.32506074394","502.681068259635","487.931596645511","500.751009723185","516.44742102637","517.245036950191","527.538464213906","559.049507337427","600.767330241403","615.959274265347","617.599110901996","691.772492475402","690.152455488135","695.807292588302","696.532556264608","686.766920471117","720.416037614003","686.741509274567","721.330649706263","714.079473957746","714.309783013341","734.097136106577","739.005957657715","756.3332181076","787.333802572449","833.619564464987","817.743037292834","833.896289644428","851.641218090737","823.816459269202","924.272879220565","887.900483971214","934.930920861207","","",
"Guam","GUM","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","509.519852139102","","","","","","","","","","","","","","628.2642854707","650.533437418683","658.791039387799","660.623284856797","","","","","","","","","","","","","","","","","","",
"High income","HIC","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4708.99245785823","4711.85049032323","4660.58519470747","4658.44464781828","4626.12442882333","4670.6591339369","4764.13698122659","4746.34194770803","4730.39041813027","4793.5082456068","4879.2118834127","4867.15021811401","4883.818609376","4939.48211737985","4997.65904566946","4999.25602581374","5006.16320656155","5005.04911515932","4945.87769609073","4710.37107015107","4876.65446772849","4792.49986591441","4744.16983154113","4735.77352553838","4693.15154255404","4665.77579554508","4660.47277425207","4676.55003134778","4721.67662999205","4651.51634234862","4375.92757553998","4618.52332484001","4562.01234393487","4430.09810161996","4178.06780597196","",
"Hong Kong SAR, China","HKG","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1643.83924591339","1703.23035254986","1994.28603038223","1817.02187880225","1856.80780329279","1781.19266302718","1697.25887154868","1588.71002046421","2006.21136133719","2391.77782698951","2121.26333389026","2078.72020108504","1934.25829611026","2027.39386284231","1823.00666629868","1864.70663999897","1899.44680195877","2045.97032642374","1985.30653602798","2043.27170232303","1922.62411959812","2037.95845611292","1944.99681879757","1907.46340816256","1904.11999210825","2030.16882885741","2081.70251975178","1868.11658156736","1896.46705774813","1866.71307032154","1647.66314081469","1669.7851278249","1565.08910052522","1517.85567374711","","",
"Honduras","HND","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","477.827221914214","468.532678842673","474.956821287762","471.843222153003","476.121360771182","492.057826073647","480.292741769501","510.173822449021","533.431598723603","470.24981885708","456.244812117242","478.946954835196","488.702609745866","517.349761686349","546.865600910087","529.297368453255","563.815954585841","589.594179013274","585.573728824361","565.847197127184","561.818507536758","607.415805872968","611.212692944522","613.620494738777","604.093043217727","659.394073401803","616.39140542774","537.592382183152","565.077916293092","583.591911432311","544.573855679284","569.966470568883","573.344445082903","593.629550840537","","",
"Heavily indebted poor countries (HIPC)","HPC","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","369.1183986493","365.933164947776","362.566300773499","359.501097862021","365.66335353984","371.463063109472","373.60587891674","377.377903572369","366.081970627372","368.320703459252","352.527616803806","353.83510407826","358.127517944648","356.881319283478","360.723150422046","361.19562976523","363.353455301493","357.040279253334","359.69982065494","362.804816610084","361.18575874982","372.150943978844","380.832649515903","389.517209139035","391.661835339693","392.083468461892","392.227266987842","388.778476633276","387.771693792043","389.780531459876","390.632529107739","399.145769953305","404.610114582835","402.299367646262","","",
"Croatia","HRV","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1983.33813559291","1722.21906242149","1613.31787517833","1637.31593715078","1576.32857698638","1636.96263245329","1798.12487711752","1849.47934080476","1878.16241183669","1934.78219488023","1882.60707106679","2033.21443990495","2081.90027621886","2229.34173996566","2228.32579300293","2260.50892445087","2247.14619166641","2335.40182770311","2276.1355193129","2199.79195573117","2181.04401120231","2137.20950653716","2020.48417283556","1990.54136695236","1909.83580091578","2018.54259233172","2057.18869470229","2159.96952184034","2127.63878608554","2173.19836034448","2104.84530641676","2212.49721053261","2154.95483266747","2237.23369863861","","",
"Haiti","HTI","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","344.596842473127","338.207250946452","331.358779073248","323.582526254313","300.176108676594","332.319868665114","338.044627180884","352.738954203208","348.126149548337","350.048460940539","362.508145870094","349.871957505523","357.41527100048","352.783841058475","352.982907010741","358.405661217114","362.87280089111","365.124802713523","368.507033755957","377.427344980307","388.995522336097","402.483924370114","408.929128657088","415.238817181841","400.500473183027","400.147897154017","408.57215553284","408.776230199065","418.129925118177","406.870862629457","391.184480630154","397.561128417168","370.317251693","323.971258718237","","",
"Hungary","HUN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2774.66774826857","2643.10681200843","2423.38957698369","2481.57741262502","2405.83433383392","2503.25869655795","2573.19416215561","2527.50156325078","2502.42675477679","2490.94017859145","2448.35399628198","2512.91908128888","2520.39755573852","2580.49625909654","2579.6047628527","2781.00595449852","2760.46242793694","2709.84388699596","2676.90840527171","2548.81278026798","2651.34338122621","2600.71787062735","2490.18578889625","2420.16949827793","2423.51498608604","2571.15090547951","2613.09354239281","2737.45332524366","2738.8272901507","2749.24131881139","2713.17923384455","2850.7057950255","2672.86765529203","2515.37052947518","2514.14445788748","",
"IBRD only","IBD","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1062.08523770962","1040.65629425944","1006.777050695","995.847491063106","970.978417201334","988.612092840435","991.950985335684","987.304069738567","973.256439807699","982.211322322462","986.797421181498","993.056549364934","1016.8092671348","1073.43765214238","1139.41508866017","1188.32624290112","1241.75972572479","1289.02997701982","1316.10956226669","1326.03565411386","1410.26602234823","1459.43541432078","1488.51287686793","1504.34288860737","1520.09337950184","1502.70086361976","1506.52618277613","1540.32727394823","1581.83487684334","1606.90300675344","1585.63716320488","1688.96951899966","1713.17307933281","1770.86293955814","","",
"IDA & IBRD total","IBT","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","937.902752563515","920.129660155275","889.989873771188","879.228657069061","857.126987927093","867.968552219455","870.234689420309","865.964489954234","853.04144043604","860.131162140516","860.491970950509","864.574946850272","882.266208460232","926.022603593077","975.706655893945","1013.44528900313","1053.98913013224","1088.51151240228","1109.17943033303","1113.28520056075","1178.79207597135","1216.76830297829","1233.3866693445","1244.24717726835","1255.0117557768","1238.67125528731","1241.09947444929","1265.23451036174","1294.01993025973","1310.53118408126","1292.24751967318","1368.33052957388","1380.56887293711","1418.30518440031","","",
"IDA total","IDA","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","392.44750246765","391.473413230843","384.41850624983","380.011758120827","375.209881243355","368.697290071483","372.738012862742","375.894266746321","373.150356350748","378.524015819747","371.98362853321","373.728665397779","374.413279126976","376.211562182863","378.928320709407","383.491867225763","386.012274252971","384.834844121468","384.934451305858","377.910184243086","388.649314495282","398.265962476458","388.734716319779","390.934758435444","393.609259900081","388.517410948658","396.001201155894","399.524047367124","399.627076432905","401.978654205565","405.959435024109","414.973474843785","407.783224769716","403.546759781392","","",
"IDA blend","IDB","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","508.645229157531","509.286734810907","503.328686411171","502.878089156468","485.850998616195","461.415118991821","469.213168971666","469.821651568647","466.984709394911","477.93393842893","468.783483639236","466.362077897975","465.941334331076","464.226420287646","470.582725422905","471.467338902834","468.756592314319","465.744714143996","458.817483963154","437.725583394373","463.592278010465","479.104182477306","460.610956979868","457.732706882814","458.071652222935","445.685868481386","455.391651083292","455.373172321882","448.593940658436","452.518255952367","460.710804259249","479.096313567851","457.896942536769","453.070993927603","","",
"Indonesia","IDN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","461.47874965682","477.034665447769","489.759547327284","534.334769070592","524.021858215958","574.757187942779","587.218752078902","595.387791448216","567.577817932084","587.052743287001","585.786495774263","591.12494475388","606.322305750967","597.275615070065","634.752388297531","637.329758271386","643.624656628862","628.600516176574","632.507070175417","674.894542379565","674.428442918075","670.381187274325","685.571308766816","701.22584018312","710.040590892745","704.248178401597","724.416482652765","761.410391560642","832.361861659109","850.737725717128","856.09619536168","902.233603991512","958.649355730549","982.414925134717","","",
"IDA only","IDX","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","322.603137345686","319.946709460067","312.294861093284","305.363966723464","307.8559672395","313.121890086335","314.826966294895","319.410184508667","316.601984565795","318.491395980575","313.962042774416","318.027596554882","319.246703105581","323.034314247681","323.719212565643","330.33995902649","335.884301023822","335.643633968427","339.532862479062","340.974148772262","342.165257467577","347.958781789785","344.488346480296","349.732793371565","353.806771820156","353.153573880273","359.333342732028","365.109594871914","369.511562893136","370.976600055699","372.452394936357","375.803273837898","377.238768353288","373.449439698555","","",
"Isle of Man","IMN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","323.595830731166","331.222087309417","336.206818642044","339.038033254784","347.806182247067","361.640673294246","367.704650910734","376.185592059812","378.300390670302","392.976731815711","394.916803104241","393.38088619861","397.344252941148","399.699897139001","415.47995649887","425.369642526643","441.785886693878","461.201738250187","481.553027437162","509.446000134302","531.86706609011","546.675890208969","572.133085479526","577.254621645988","610.165371779455","622.339883988149","627.273531026365","648.014718317903","668.303370218852","666.977347524506","632.239828540427","676.814293488143","727.902200094024","763.197899394641","","",
"Not classified","INX","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2820.54349821097","2828.00013129952","2775.3720955257","2813.89487759353","2941.7994253214","2952.15018949796","3122.61177987901","3256.00582922267","3417.93754858216","3544.84050813586","3627.38542635217","3714.01794514649","3663.16912074715","3515.79431954715","3558.69801147061","3513.15701936975","3433.690849782","3407.88558886571","3311.73521178354","3173.7335600355","3149.89842034979","2875.40675480961","2858.91735604826","2802.60964399377","2726.60528005402","2825.9812059763","2932.30415263032","2854.85820468032","2820.44138030583","2747.90158131447","2633.97691248454","2689.36333693732","2600.15740643769","2467.73733963357","2467.50339120772","",
"Iran, Islamic Rep.","IRN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1187.74506046275","1281.45328831159","1322.50943975278","1418.82846840925","1572.39282151467","1627.53420707184","1553.03446677673","1716.87603038661","1724.62254985873","1928.76954619246","1852.32868023683","1978.89752444269","2030.52201096447","2075.2052424627","2215.26566937508","2404.72248381983","2459.98518383154","2560.85802626139","2711.04099566854","2672.02281312134","2639.53621273079","2658.74959959687","2740.80449432044","2758.63469172941","2883.56133864636","2737.21795051014","2861.01308462065","3026.76271438293","2921.43583957478","3177.85679111808","3256.87632117151","3356.96967009824","3288.17306422824","3399.10476404644","","",
"Iraq","IRQ","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1140.06857395631","898.069023227648","1295.43119076746","1556.86859388652","1688.17518004057","1580.67937441499","1476.75565525716","1731.61875739311","1273.20991639156","959.845851088191","1089.27326383404","1181.99516468889","1091.28719492902","939.517629598492","980.249444124443","949.253481740859","916.179043545813","909.133658720632","962.301839872785","995.7798442565","1064.17152061051","1125.37331940921","1190.03229059907","1175.83271780348","1082.71904877674","998.349545341439","1076.45729137323","1185.88106304283","1287.11356086079","1319.49517610224","1142.9073605104","1275.91306536574","1415.17378116176","1506.04801552981","","",
